scenario,part,trial,seed,n_decodes
S1,4,23,216347582,1
S1,4,24,706327463,1
S1,4,25,1023915984,2
S1,4,26,201930771,1
S1,4,27,896150520,1
S1,4,28,987970612,1
S1,4,29,1943542075,2
S1,4,30,748864446,1
S1,4,31,1365152717,1
S1,4,32,1649657689,1
S1,4,33,757195643,1
S1,4,34,1167099767,3
S1,4,35,1074381557,1
S1,4,36,354805012,1
S1,4,37,268291176,1
S1,4,38,1428704703,1
S1,4,39,1049420545,1
S1,4,40,2050333981,1
S1,4,41,1510878381,2
S1,4,42,1536167907,2
S1,4,43,203742227,2
S1,4,44,1007614988,1
S1,4,45,728056372,1
S1,4,46,1867860578,1
S1,4,47,1039414911,1
S1,4,48,1288773322,1
S1,4,49,1827256250,1
S1,4,50,607333020,1
S1,4,51,1347976700,1
S1,4,52,1114503456,1
S1,4,53,1977204267,1
S1,4,54,681298581,1
S1,4,55,1046928875,2
S1,4,56,1058077523,1
S1,4,57,1868674068,1
S1,4,58,902241279,1
S1,4,59,544666291,1
S1,4,60,33825167,1
S1,4,61,1753358601,2
S1,4,62,1406093676,1
S1,4,63,263185304,1
S1,4,64,148034201,1
S1,4,65,794077939,2
S1,4,66,1527604577,2
S1,4,67,571511801,1
S1,4,68,781664038,1
S1,4,69,1798327101,1
S1,4,70,1591445364,2
S1,4,71,2068184037,1
S1,4,72,643244431,2
S1,4,73,1267411284,1
S1,4,74,81602066,1
S1,4,75,1949435031,2
S1,4,76,1327795176,1
S1,4,77,2092388028,1
S1,4,78,1837573721,1
S1,4,79,178063843,1
S1,4,80,407967410,1
S1,4,81,999162014,1
S1,4,82,1983807345,1
S1,4,83,2062032398,1
S1,4,84,279366507,1
S1,4,85,932443290,2
S1,4,86,1400887944,2
S1,4,87,1048627487,1
S1,4,88,1800307719,1
S1,4,89,772970093,1
S1,4,90,1941234174,2
S1,4,91,595028607,1
S1,4,92,698784395,1
S1,4,93,2095015837,1
S1,4,94,566327797,1
S1,4,95,1693438308,2
S1,4,96,42640599,1
S1,4,97,1753505251,3
S1,4,98,1980418023,1
S1,4,99,1802002147,1
S1,4,100,1459318222,1
S1,4,101,1627508442,1
S1,4,102,11806850,1
S1,4,103,1518867268,1
