scenario,part,trial,seed,message,freq_hz,dt_s,reported_snr_db,signal_db,local_noise_db,reconstructed_snr_db
S1,7,2,718289455,CQ Q1ABC FN42,1500,0.32,10,-21.892,-58.5,10.108
S1,7,3,1232710238,CQ Q1ABC FN42,1500,0.32,10,-21.772,-58.5,10.228
S1,7,3,1232710238,<...> G78 CKDDJZV,1513,0.32,-17,-48.652,-58,-17.152
S1,7,4,2017399571,CQ Q1ABC FN42,1500,0.32,10,-21.842,-58.5,10.158
S1,7,4,2017399571,<RDCT59>/P <RDCT39> NK60,1503,0.24,-15,-47.304,-58.5,-15.304
S1,7,4,2017399571,<RDCT26>/R <RDCT43>/R R RE67,1506,-1.12,-19,-50.09,-58,-18.59
S1,7,5,1584417538,CQ Q1ABC FN42,1500,0.32,10,-21.525,-58,9.975
S1,7,5,1584417538,<RDCT13>/P <RDCT32>/P EP08,2238,-1.12,-27,-58.438,-58,-26.938
S1,7,5,1584417538,<RDCT50> <RDCT65>/R KA63,1494,0.24,-14,-45.823,-58,-14.323
S1,7,6,699181350,CQ Q1ABC FN42,1500,0.32,10,-21.209,-58,10.291
S1,7,7,333929050,CQ Q1ABC FN42,1500,0.32,10,-21.759,-58,9.741
S1,7,8,1081501799,CQ Q1ABC FN42,1500,0.4,10,-21.532,-58,9.968
S1,7,9,1359276444,CQ Q1ABC FN42,1500,0.32,10,-21.557,-58,9.943
S1,7,9,1359276444,<RDCT40>/R 898 MP/R +D0,1163,-1.28,-27,-59.19,-58.5,-27.19
S1,7,10,126592588,CQ Q1ABC FN42,1500,0.32,10,-21.247,-58,10.253
S1,7,11,1798565066,CQ Q1ABC FN42,1500,0.32,10,-21.633,-58,9.867
S1,7,12,526089100,CQ Q1ABC FN42,1500,0.4,10,-21.519,-58,9.981
S1,7,13,463651272,CQ Q1ABC FN42,1500,0.4,10,-21.93,-58.5,10.07
S1,7,14,337747512,CQ Q1ABC FN42,1500,0.32,10,-21.842,-58.5,10.158
S1,7,14,337747512,<RDCT51> <RDCT57>/P R BH74,1488,0.64,-11,-42.557,-58.5,-10.557
S1,7,15,85138034,CQ Q1ABC FN42,1500,0.4,10,-22,-58.5,10
S1,7,16,1150424064,CQ Q1ABC FN42,1500,0.32,10,-22.658,-59,9.842
S1,7,16,1150424064,CQ BYBWH46F9XL,1488,0.56,-12,-44.354,-59,-11.854
S1,7,17,889099246,CQ Q1ABC FN42,1500,0.32,10,-21.911,-58.5,10.089
S1,7,18,1499896480,CQ Q1ABC FN42,1500,0.32,10,-21.051,-57.5,9.949
S1,7,19,788281925,CQ Q1ABC FN42,1500,0.32,10,-21.392,-58,10.108
S1,7,20,446993450,CQ Q1ABC FN42,1500,0.32,10,-21.405,-58,10.095
S1,7,20,446993450,<RDCT12>/P <RDCT41>/P QK34,2856,-1.04,-27,-58.375,-58,-26.875
S1,7,21,1721697900,CQ Q1ABC FN42,1500,0.32,10,-21.734,-58.5,10.266
S1,7,22,750634112,CQ Q1ABC FN42,1500,0.32,10,-21.544,-58,9.956
S1,7,22,750634112,684NXQ I27OEF/P DH96,1481,0.64,-18,-49.785,-58,-18.285
S1,7,23,1823769247,CQ Q1ABC FN42,1500,0.32,10,-21.778,-58.5,10.222
S1,7,23,1823769247,<RDCT29> <RDCT20> R KO53,1509,0.48,-18,-50.468,-58.5,-18.468
S1,7,24,192268029,CQ Q1ABC FN42,1500,0.32,10,-21.924,-58.5,10.076
S1,7,24,192268029,CQ KV0M3U6CHD8,1497,0.4,-8,-40.329,-58.5,-8.329
S1,7,24,192268029,32AB7B7B9DACC15992,2881,2.8,-26,-58.145,-58.5,-26.145
S1,8,0,1206520285,CQ Q1ABC FN42,1500,0.32,14,-18.778,-59,13.722
S1,8,1,1462033172,CQ Q1ABC FN42,1500,0.32,14,-19.405,-59.5,13.595
S1,8,2,1537966073,CQ Q1ABC FN42,1500,0.32,13,-19.703,-59.5,13.297
S1,8,2,1537966073,CQ 28XYR4OQU6E,1497,0.4,-4,-36.772,-59.5,-3.772
S1,8,2,1537966073,<...> E9JF8JCXGRR,1500,0.24,-13,-46.31,-59.5,-13.31
S1,8,2,1537966073,<...> PKJLWXOFUOL RRR,1459,2.08,-24,-57.361,-59.5,-24.361
S1,8,3,1256192739,CQ Q1ABC FN42,1500,0.32,14,-18.785,-59,13.715
S1,8,3,1256192739,<...> <RDCT70> M MI09,1500,0.24,-13,-45.443,-59,-12.943
S1,8,4,1121198307,CQ Q1ABC FN42,1500,0.4,13,-18.709,-58.5,13.291
S1,8,5,698729230,CQ Q1ABC FN42,1500,0.32,13,-19.057,-59,13.443
S1,8,6,1228715212,CQ Q1ABC FN42,1500,0.32,14,-18.886,-59,13.614
S1,8,7,1158501831,CQ Q1ABC FN42,1500,0.32,14,-19.209,-59.5,13.791
S1,8,7,1158501831,P2W2QY6EMRK <...> RR73,1503,0.24,-15,-48.234,-59.5,-15.234
S1,8,7,1158501831,<RDCT16> <RDCT71> HB04,1500,2.8,-17,-49.75,-59.5,-16.75
S1,8,8,239378097,CQ Q1ABC FN42,1500,0.32,13,-19.513,-59.5,13.487
S1,8,8,239378097,IKFP0BM7AAW <...> RR73,1109,2.8,-26,-59.336,-59.5,-26.336
S1,8,8,239378097,N85YYI <RDCT28> JP50,1481,-0.16,-18,-51.173,-59.5,-18.173
S1,8,8,239378097,<P2W2QY6EMRK> HWBR /9PP56,1494,-0.56,-18,-51.213,-59.5,-18.213
S1,8,9,1490097379,CQ Q1ABC FN42,1500,0.4,14,-19.766,-60,13.734
S1,8,9,1490097379,O60QLT/P <RDCT04>/P KJ40,1509,0.48,-17,-50.297,-60,-16.797
S1,8,10,1165800018,CQ Q1ABC FN42,1500,0.32,13,-19.165,-59,13.335
S1,8,11,1108047410,CQ Q1ABC FN42,1500,0.32,13,-18.747,-58.5,13.253
S1,8,11,1108047410,041HFQ N15QPR/R R QR64,634,-0.56,-26,-58.713,-59,-26.213
S1,8,11,1108047410,<RDCT25>/P 319EAK/P KA87,1494,0.24,-15,-47.405,-59,-14.905
S1,8,12,1108994799,CQ Q1ABC FN42,1500,0.32,13,-19.076,-59,13.424
S1,8,13,414641223,CQ Q1ABC FN42,1500,0.32,14,-19.861,-60,13.639
S1,8,13,414641223,213247F8CB401A6FA4,1484,0.56,-11,-44.696,-60,-11.196
S1,8,14,1669722879,CQ Q1ABC FN42,1500,0.4,13,-19.032,-59,13.468
S1,8,14,1669722879,CQ <...>,2775,-1.12,-28,-60.632,-59,-28.132
S1,8,14,1669722879,29CB75DA54AFAFAAF2,1500,0.24,-13,-45.987,-59,-13.487
S1,8,15,91634305,CQ Q1ABC FN42,1500,0.32,13,-19.696,-59.5,13.304
S1,8,15,91634305,3XW7ABD/R <RDCT09>/R PM74,1481,2.4,-11,-44.359,-59.5,-11.359
S1,8,15,91634305,<RDCT27> <RDCT73> AA77,1503,2.8,-18,-51.02,-59.5,-18.02
S1,8,16,805501353,CQ Q1ABC FN42,1500,0.4,13,-19.051,-59,13.449
S1,8,17,1006623787,CQ Q1ABC FN42,1500,0.32,13,-19.12,-59,13.38
S1,8,18,2037085652,CQ Q1ABC FN42,1500,0.32,13,-19.101,-59,13.399
S1,8,19,1976930830,CQ Q1ABC FN42,1500,0.32,13,-19.753,-59.5,13.247
S1,8,19,1976930830,G58SAX <RDCT23> R EO45,2741,-0.96,-27,-60.404,-60,-26.904
S1,8,20,438200892,CQ Q1ABC FN42,1500,0.32,14,-20.323,-60.5,13.677
S1,8,21,1839563312,CQ Q1ABC FN42,1500,0.32,14,-19.259,-59.5,13.741
